סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
365,בית קשת,הצפון,כנרת,קיבוצים,הגליל התחתון,גליל תחתון מזרחי,714,714,702,-,אשכול רשויות הכנרת והעמקים    
848,בית רבן,המרכז,רחובות,יישובים מוסדיים יהודיים,חבל יבנה,אזור רחובות,922,922,917,-,אשכול רשויות שורק דרומי       
1162,בית רימון,הצפון,יזרעאל,קיבוצים,הגליל התחתון,הרי נצרת-תירען,908,908,908,-,אשכול רשויות הכנרת והעמקים    
9200,בית שאן,הצפון,יזרעאל,יישובים יהודיים 19999-10000 תושבים,עירייה,עמק בית שאן,"18,900","18,731","18,339",169,אשכול רשויות הכנרת והעמקים    
2610,בית שמש,ירושלים,ירושלים,יישובים יהודיים 199999-100000 תושבים,עירייה,שפלת יהודה,"141,765","141,662","139,811",103,
248,בית שערים,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,אזור יקנעם,814,814,800,-,אשכול רשויות הגליל והעמקים    
747,בית שקמה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,878,874,855,4,אשכול רשויות נגב מערבי        
252,ביתן אהרן,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,142,142,137,-,
3780,ביתר עילית,יהודה והשומרון,,יישובים יהודיים 99999-50000 תושבים,עירייה,,"63,220","63,220","63,212",-,
94,בלפוריה,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,עמק יזרעאל,530,530,515,-,אשכול רשויות הגליל והעמקים    
760,בן זכאי,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,חבל יבנה,אזור רחובות,"1,085","1,085","1,070",-,אשכול רשויות שורק דרומי       
712,בן עמי,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,785,783,761,2,אשכול רשויות גליל מערבי       
1084,בן שמן (כפר נוער),המרכז,רמלה,יישובים מוסדיים יהודיים,חבל מודיעין,אזור רמלה,667,663,600,4,
2013,בן שמן (מושב),המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור רמלה,876,876,865,-,
6100,בני ברק,תל אביב,,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור רמת גן,"212,395","212,287","211,062",108,
1368,בני דקלים,הדרום,אשקלון,יישובים קהילתיים,לכיש,אזור לכיש,"1,569","1,569","1,569",-,
592,בני דרום,המרכז,רחובות,מושבים שיתופיים,חבל יבנה,אזור רחובות,949,948,947,1,אשכול רשויות שורק דרומי       
386,בני דרור,המרכז,השרון,מושבים שיתופיים,לב השרון,מערב השרון,"1,201","1,201","1,188",-,אשכול רשויות השרון            
4015,בני יהודה,הצפון,גולן,יישובים קהילתיים,גולן,גולן דרומי,"1,129","1,129",981,-,אשכול רשויות גליל מזרחי       
1363,בני נצרים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,902,902,902,-,אשכול רשויות נגב מערבי        
448,בני עטרות,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,חבל מודיעין,אזור פתח תקווה,961,961,953,-,
1066,"בני עי""ש",המרכז,רחובות,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור רחובות,"6,895","6,839","5,535",56,אשכול רשויות שורק דרומי       
418,בני ציון,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,334","1,329","1,300",5,
588,בני ראם,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,נחל שורק,אזור רחובות,"1,415","1,405","1,403",10,אשכול רשויות שורק דרומי       
685,בניה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,764,764,763,-,אשכול רשויות שורק דרומי       
9800,בנימינה-גבעת עדה*,חיפה,חדרה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חדרה,"16,074","16,045","15,496",29,
1326,"בסמ""ה",חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הר אלכסנדר,"10,497",4,1,"10,493",
944,בסמת טבעון,הצפון,יזרעאל,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"8,069",24,17,"8,045",אשכול רשויות המפרץ            
483,בענה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"8,537",15,5,"8,522",אשכול רשויות בית הכרם הגלילי  
389,בצרה,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,חוף השרון,מערב השרון,"1,205","1,205","1,171",-,
589,בצת,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,369,361,355,8,אשכול רשויות גליל מערבי       
864,בקוע,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,826,825,811,1,
3612,בקעות,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,186,186,183,-,אשכול יהודה ושומרון           
823,בר גיורא,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,716,713,698,3,
1191,בר יוחאי,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,"1,086","1,086","1,086",-,אשכול רשויות גליל מזרחי       
3744,ברוכין,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,129","2,129","2,128",-,אשכול יהודה ושומרון           
428,ברור חיל,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,"1,014",998,979,16,אשכול רשויות נגב מערבי        
2060,ברוש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,בני שמעון,אזור גרר,595,595,593,-,אשכול רשויות נגב מערבי        
3710,ברכה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"3,062","3,055","2,632",7,אשכול יהודה ושומרון           
746,ברכיה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,"1,252","1,252","1,252",-,אשכול רשויות נגב מערבי        
1728,בר-לב,הצפון,עכו,מוקד תעסוקה,מטה אשר,אזור כרמיאל,-,-,-,-,אשכול רשויות גליל מערבי       
667,ברעם,הצפון,עכו,קיבוצים,הגליל העליון,אזור אילון,646,646,574,-,אשכול רשויות גליל מזרחי       
141,ברק,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,395,395,394,-,אשכול רשויות הגליל והעמקים    
617,ברקאי,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,546,545,516,1,
3654,ברקן,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,005","2,003","1,862",2,אשכול יהודה ושומרון           
2038,ברקת,המרכז,פתח תקווה,מושבים 4999-2000 תושבים,חבל מודיעין,אזור פתח תקווה,"2,192","2,192","2,184",-,
1323,בת הדר,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,חוף אשקלון,אזור אשקלון,771,771,748,-,אשכול רשויות נגב מערבי        
1361,בת חן,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,430,430,416,-,
1319,בת חפר,המרכז,השרון,יישובים יהודיים 9999-5000 תושבים,עמק חפר,מזרח השרון,"5,241","5,239","5,163",2,
6200,בת ים,תל אביב,,יישובים יהודיים 199999-100000 תושבים,עירייה,אזור חולון,"126,291","125,279","97,853","1,012",
3794,בת עין,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,"1,673","1,673","1,663",-,
33,בת שלמה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,אזור זכרון יעקב,648,648,624,-,
1736,בתי זיקוק - קישון,חיפה,חיפה,מוקד תעסוקה,,אזור חיפה,-,-,-,-,
872,גאולי תימן,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מערב השרון,358,264,264,94,
379,גאולים,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,986,986,963,-,אשכול רשויות השרון            
853,גאליה,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,גן רווה,אזור ראשון לציון,942,942,932,-,
352,גבולות,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,400,400,334,-,אשכול רשויות נגב מערבי        
424,גבים,הדרום,אשקלון,קיבוצים,שער הנגב,אזור אשקלון,617,616,599,1,אשכול רשויות נגב מערבי        
86,גבע,הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,605,605,583,-,אשכול רשויות הגליל והעמקים    
3763,גבע בנימין,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מטה בנימין,,"5,857","5,839","5,718",18,אשכול יהודה ושומרון           
683,גבע כרמל,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,192","1,192","1,177",-,
2014,גבעולים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,שדות נגב,אזור גרר,422,422,422,-,אשכול רשויות נגב מערבי        
3644,גבעון החדשה,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,021",963,933,58,אשכול יהודה ושומרון           
1344,גבעות בר,הדרום,באר שבע,יישובים קהילתיים,בני שמעון,אזור באר שבע,"1,307","1,306","1,290",1,אשכול רשויות נגב מערבי        
1293,גבעת אבני,הצפון,כנרת,יישובים יהודיים 4999-2000 תושבים,הגליל התחתון,גליל תחתון מזרחי,"2,098","2,098","2,055",-,אשכול רשויות הכנרת והעמקים    
1288,גבעת אלה,הצפון,יזרעאל,יישובים קהילתיים,עמק יזרעאל,הרי נצרת-תירען,"1,886","1,882","1,866",4,אשכול רשויות הגליל והעמקים    
147,גבעת ברנר,המרכז,רחובות,קיבוצים 4999-2000 תושבים,ברנר,אזור רחובות,"2,694","2,693","2,633",1,אשכול רשויות שורק דרומי       
870,גבעת השלושה,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,900,900,880,-,אשכול רשויות השרון            
3730,גבעת זאב,יהודה והשומרון,,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,,"20,034","20,010","19,855",24,אשכול יהודה ושומרון           
